,year,tri_facility_id,facility_name,street_address,city,county,st,zip,bia_code,tribe,latitude,longitude,federal_facility,primary_sic,sic_2,sic_3,sic_4,sic_5,sic_6,primary_naics,naics_2,naics_3,naics_4,naics_5,naics_6,doc_ctrl_num,chemical,cas_compound_id,clean_air_act_chemical,classification,metal,metal_category,carcinogen,form_type,unit_of_measure,n_5_1_fugitive_air,n_5_2_stack_air,n_5_3_water,n_5_4_1_underground_class_i,n_5_4_2_underground_class_ii_v,n_5_5_1a_rcra_c_landfills,n_5_5_1b_other_landfills,n_5_5_2_land_treatment,n_5_5_3_surface_impoundment,n_5_5_3a_rcra_c_surface_impoundment,n_5_5_3b_other_surface_impoundment,n_5_5_4_other_disposal,on_site_release_total,n_6_1_potw_metals_and_metal_compounds,n_6_1_potw_non_metals,n_6_1_potw_total_transfers,n_6_2_m10,n_6_2_m41,n_6_2_m62,n_6_2_m71,n_6_2_m81,n_6_2_m82,n_6_2_m72,n_6_2_m63,n_6_2_m66,n_6_2_m67,n_6_2_m64,n_6_2_m65,n_6_2_m73,n_6_2_m79,n_6_2_m90,n_6_2_m94,n_6_2_m99,off_site_release_total,n_6_2_m20,n_6_2_m24,n_6_2_m26,n_6_2_m28,n_6_2_m93,off_site_recycled_total,n_6_2_m56,n_6_2_m92,off_site_recovery_total,n_6_2_m40,n_6_2_m50,n_6_2_m54,n_6_2_m61,n_6_2_m69,n_6_2_m95,off_site_treated_total,total_releases,n_8_1_releases,n_8_1a_on_site_contained_releases,n_8_1b_on_site_other_releases,n_8_1c_off_site_contained_releases,n_8_1d_off_site_other_releases,n_8_2_energy_recovery_on_site,n_8_3_energy_recovery_off_site,n_8_4_recycling_on_site,n_8_5_recycling_off_site,n_8_6_treatment_on_site,n_8_7_treatment_off_site,production_waste_8_1_thru_8_7,n_8_8_one_time_release,n_8_9_production_ratio,parent_company_name,parent_company_db_number,serialid,geoid
827,2013,12553WRXTRRIVER,GLOBAL COS LLC NORTH TERMINAL,1254  RIVER RD,NEW WINDSOR,ORANGE,NY,12553,,,41.48536,-74.01038,NO,,,,,,,424710,,,,,,1313211404405,XYLENE (MIXED ISOMERS),1330207,YES,TRI,NO,0,NO,R,Pounds,33.84,51,0.03,0,0,0,0,0,0,0,0,0,84.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.87,0,0,71.03,0,0,0,0,0,0,8,0,79.03,13.84,0.1,GLOBAL COS LLC,19177757,828,360710128003001
828,2013,14895DRSSR37COA,DRESSER-RAND,37 COATS ST,WELLSVILLE,ALLEGANY,NY,14895,,,42.116736,-77.933057,NO,,,,,,,333611,,,,,,1313211233414,CHROMIUM,7440473,YES,TRI,YES,1,YES,R,Pounds,5,5,1.58,0,0,0,0,0,0,0,0,0,11.58,0.32,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5156,5156,0,0,0,0,0,0,0,0,0,0,11.9,0,0,10,0.2432,0.0768,0,0,0,5156,0,0,5166.32,1.58,1.1,DRESSER RAND,2303644,829,360039509003059
829,2013,14086NTDMT561PA,UNITED MATERIALS LANCASTER PLANT,561 PAVEMENT RD,LANCASTER,ERIE,NY,14086,,,42.931948,-78.622846,NO,,,,,,,327320,,,,,,1313211313933,NITRATE COMPOUNDS,N511,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,UNITED MATERIALS LLC,,830,360290142082020
830,2013,12047NRLTC628SO,NORLITE LLC,628 S SARATOGA ST,COHOES,ALBANY,NY,12047,,,42.7555,-73.705667,NO,,,,,,,327992,,,,,,1313211758420,"1,2-DICHLOROPROPANE",78875,YES,TRI,NO,0,NO,R,Pounds,23.71,4.28,0,0,0,0,0,0,0,0,0,0,27.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.05,0,0,0,0,33.05,0,0,0,0,0,0,0,0,0,0,27.99,0,0,27.99,0,0,186249,0,0,33.05,0,0,186310.04,,1.01,TRADEBE ENVIRONMENTAL SERVICES LLC,859385254,831,360010135033002
831,2013,13662LMNMCPARKA,ALCOA INC,PARK AVE E,MASSENA,ST LAWRENCE,NY,13662,,,44.950425,-74.893685,NO,,,,,,,331313,331314,331318,,,,1313211330865,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",7647010,YES,TRI,NO,0,NO,R,Pounds,1325,26505,0,0,0,0,0,0,0,0,0,0,27830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27830,0,0,27830,0,0,0,0,0,0,0,0,27830,,1.66,ALCOA INC,1339472,832,360894901002157
832,2013,13662LMNMCPARKA,ALCOA INC,PARK AVE E,MASSENA,ST LAWRENCE,NY,13662,,,44.950425,-74.893685,NO,,,,,,,331313,331314,331318,,,,1313211330891,MANGANESE,7439965,YES,TRI,YES,1,NO,R,Pounds,79,66,2,0,0,0,0,0,0,0,0,0,147,0,0,0,0,33,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,53,0,7799,67,0,7,7873,0,0,0,0,0,0,0,0,0,0,200,0,0,147,20,33,0,0,0,7873,0,0,8073,,1.09,ALCOA INC,1339472,833,360894901002157
833,2013,12553WRXTRRIVER,GLOBAL COS LLC NORTH TERMINAL,1254  RIVER RD,NEW WINDSOR,ORANGE,NY,12553,,,41.48536,-74.01038,NO,,,,,,,424710,,,,,,1313211404153,NAPHTHALENE,91203,YES,TRI,NO,0,NO,R,Pounds,0.11,1.7,0.11,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,0,0,1.92,0,0.55,0,0,0,0,1.5,0,3.97,0,0.71,GLOBAL COS LLC,19177757,834,360710128003001
834,2013,12047NRLTC628SO,NORLITE LLC,628 S SARATOGA ST,COHOES,ALBANY,NY,12047,,,42.7555,-73.705667,NO,,,,,,,327992,,,,,,1313211758521,BENZENE,71432,YES,TRI,NO,0,YES,R,Pounds,53.66,9.7,0,0,0,0,0,0,0,0,0,0,63.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.81,0,0,0,0,74.81,0,0,0,0,0,0,0,0,0,0,63.36,0,0,63.36,0,0,421560,0,0,74.81,0,0,421698.17,,1.01,TRADEBE ENVIRONMENTAL SERVICES LLC,859385254,835,360010135033002
835,2013,12047NRLTC628SO,NORLITE LLC,628 S SARATOGA ST,COHOES,ALBANY,NY,12047,,,42.7555,-73.705667,NO,,,,,,,327992,,,,,,1313211758444,ABAMECTIN,71751412,NO,TRI,NO,0,NO,R,Pounds,0.16,0.03,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.19,0,0,1227,0,0,0.22,0,0,1227.41,,1.01,TRADEBE ENVIRONMENTAL SERVICES LLC,859385254,836,360010135033002
836,2013,12047NRLTC628SO,NORLITE LLC,628 S SARATOGA ST,COHOES,ALBANY,NY,12047,,,42.7555,-73.705667,NO,,,,,,,327992,,,,,,1313211758659,ETHYLENE,74851,NO,TRI,NO,0,NO,R,Pounds,45.96,8.31,0,0,0,0,0,0,0,0,0,0,54.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.08,0,0,0,0,64.08,0,0,0,0,0,0,0,0,0,0,54.27,0,0,54.27,0,0,361085,0,0,64.08,0,0,361203.35,,1.01,TRADEBE ENVIRONMENTAL SERVICES LLC,859385254,837,360010135033002
837,2013,14443CRSMNRT520,CROSMAN CORP,RT 5 & 20,BLOOMFIELD,ONTARIO,NY,14469,,,42.89948,-77.45424,NO,,,,,,,332992,332994,,,,,1313210923052,MANGANESE,7439965,YES,TRI,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,614,0,614,0,0,0,0,0,0,0,0,0,0,995,0,0,0,0,0,0,995,0,819871,0,0,0,819871,0,0,0,0,0,0,0,0,0,0,1609,0,0,0,1234.46,374.54,0,0,0,819871,0,0,821480,,0.77,,,838,360690505003019
838,2013,14214WLLMS2978M,MATERION ADVANCED MATERIALS TECHNOLOGIES & SERVICES INC,2978 MAIN ST,BUFFALO,ERIE,NY,14214,,,42.94672,-78.83087,NO,,,,,,,331492,,,,,,1313211620289,SILVER,7440224,NO,TRI,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,10143,0,0,0,10143.1,,1.03,BRUSH ENGINEERED MATERIALS,622913080,839,360290045002000
839,2013,12047NRLTC628SO,NORLITE LLC,628 S SARATOGA ST,COHOES,ALBANY,NY,12047,,,42.7555,-73.705667,NO,,,,,,,327992,,,,,,1313211758964,XYLENE (MIXED ISOMERS),1330207,YES,TRI,NO,0,NO,R,Pounds,172.6,31.19,0,0,0,0,0,0,0,0,0,0,203.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.64,0,0,0,0,240.64,0,0,0,0,0,0,0,0,0,0,203.79,0,0,203.79,0,0,1356051,0,0,240.64,0,0,1356495.43,,1.01,TRADEBE ENVIRONMENTAL SERVICES LLC,859385254,840,360010135033002
840,2013,12553WRXTRRIVER,GLOBAL COS LLC NORTH TERMINAL,1254  RIVER RD,NEW WINDSOR,ORANGE,NY,12553,,,41.48536,-74.01038,NO,,,,,,,424710,,,,,,1313211403670,BENZENE,71432,YES,TRI,NO,0,YES,R,Pounds,5.2,36,0.01,0,0,0,0,0,0,0,0,0,41.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.21,0,0,41.21,0,0,0,0,0,0,19,0,60.21,,0.09,GLOBAL COS LLC,19177757,841,360710128003001
841,2013,12553WRXTRRIVER,GLOBAL COS LLC NORTH TERMINAL,1254  RIVER RD,NEW WINDSOR,ORANGE,NY,12553,,,41.48536,-74.01038,NO,,,,,,,424710,,,,,,1313211404064,N-HEXANE,110543,YES,TRI,NO,0,NO,R,Pounds,3,38,0.06,0,0,0,0,0,0,0,0,0,41.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.06,0,0,41.06,0,1,0,0,0,0,23,0,65.06,0,0.63,GLOBAL COS LLC,19177757,842,360710128003001
842,2013,13905MTKRS33LEW,AMETEK AEROSPACE & DEFENSE,33 LEWIS RD,BINGHAMTON,BROOME,NY,13905,,,42.14273,-75.93999,NO,,,,,,,336413,,,,,,1313211227665,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0.07,0.14,0,0,0,0,0,0,0,0,0,0,0.21,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,98,0,0,0,0,374,374,0,0,0,0,0,0,0,0,0,0,98.23,0,0,0.21,0,98.02,0,0,0,374,0,0,472.23,,1.32,AMETEK INC,,843,360070129001007
843,2013,12047NRLTC628SO,NORLITE LLC,628 S SARATOGA ST,COHOES,ALBANY,NY,12047,,,42.7555,-73.705667,NO,,,,,,,327992,,,,,,1313211758622,DICHLOROMETHANE,75092,YES,TRI,NO,0,YES,R,Pounds,674.64,121.93,0,0,0,0,0,0,0,0,0,0,796.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940.59,0,0,0,0,940.59,0,0,0,0,0,0,0,0,0,0,796.57,0,0,796.57,0,0,5300511,0,0,940.59,0,0,5302248.16,,1.01,TRADEBE ENVIRONMENTAL SERVICES LLC,859385254,844,360010135033002
844,2013,12047NRLTC628SO,NORLITE LLC,628 S SARATOGA ST,COHOES,ALBANY,NY,12047,,,42.7555,-73.705667,NO,,,,,,,327992,,,,,,1313211758558,CHLOROBENZENE,108907,YES,TRI,NO,0,NO,R,Pounds,11.87,2.15,0,0,0,0,0,0,0,0,0,0,14.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.55,0,0,0,0,16.55,0,0,0,0,0,0,0,0,0,0,14.02,0,0,14.02,0,0,93258,0,0,16.55,0,0,93288.57,,1.01,TRADEBE ENVIRONMENTAL SERVICES LLC,859385254,845,360010135033002
845,2013,12047NRLTC628SO,NORLITE LLC,628 S SARATOGA ST,COHOES,ALBANY,NY,12047,,,42.7555,-73.705667,NO,,,,,,,327992,,,,,,1313211758673,ETHYLIDENE DICHLORIDE,75343,YES,TRI,NO,0,NO,R,Pounds,2.01,0.36,0,0,0,0,0,0,0,0,0,0,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,2.37,0,0,2.37,0,0,15814,0,0,2.81,0,0,15819.18,,1.01,TRADEBE ENVIRONMENTAL SERVICES LLC,859385254,846,360010135033002
846,2013,11771CMMNDONECO,COMMANDER TERMINALS LLC,ONE COMMANDER SQUARE,OYSTER BAY,NASSAU,NY,11771,,,40.875389,-73.526333,NO,,,,,,,424710,,,,,,1313211408962,POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0,1.34,GLOBAL COS LLC,19177757,847,360595180001001
847,2013,10941CHRML15TWE,CHROMALLOY,105 TOWER DR,MIDDLETOWN,ORANGE,NY,10941,,,41.46796,-74.37803,NO,,,,,,,332812,,,,,,1313211413303,NICKEL,7440020,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2980,0,0,0,2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2980,0,0,2980,,0.63,CHROMALLOY GAS TURBINE CORP,11957438,848,360710113002008
848,2013,12047NRLTC628SO,NORLITE LLC,628 S SARATOGA ST,COHOES,ALBANY,NY,12047,,,42.7555,-73.705667,NO,,,,,,,327992,,,,,,1313211758913,STYRENE,100425,YES,TRI,NO,0,YES,R,Pounds,38.34,6.93,0,0,0,0,0,0,0,0,0,0,45.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.46,0,0,0,0,53.46,0,0,0,0,0,0,0,0,0,0,45.27,0,0,45.27,0,0,301249,0,0,53.46,0,0,301347.73,,1.01,TRADEBE ENVIRONMENTAL SERVICES LLC,859385254,849,360010135033002
849,2013,12047NRLTC628SO,NORLITE LLC,628 S SARATOGA ST,COHOES,ALBANY,NY,12047,,,42.7555,-73.705667,NO,,,,,,,327992,,,,,,1313211758747,METHANOL,67561,YES,TRI,NO,0,NO,R,Pounds,756.2,322.2,0,0,0,0,0,0,0,0,0,0,1078.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738.58,0,0,0,0,738.58,0,0,0,0,0,0,0,0,0,0,1078.4,0,0,1078.4,0,0,4162129,0,0,738.58,0,0,4163945.98,,1.01,TRADEBE ENVIRONMENTAL SERVICES LLC,859385254,850,360010135033002
850,2013,14505SNCFD3736S,SENECA FOODS CORP CAN PLANT,3709 MILL ST,MARION,WAYNE,NY,14505,,,43.137083,-77.18375,NO,,,,,,,332431,,,,,,1313211299553,COPPER,7440508,NO,TRI,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842996,0,0,0,842996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842996,0,0,842996,,0.96,SENECA FOODS CORP,2207322,851,361170205003013
851,2013,12047NRLTC628SO,NORLITE LLC,628 S SARATOGA ST,COHOES,ALBANY,NY,12047,,,42.7555,-73.705667,NO,,,,,,,327992,,,,,,1313211758750,METHYL ISOBUTYL KETONE,108101,YES,TRI,NO,0,NO,R,Pounds,73.98,13.37,0,0,0,0,0,0,0,0,0,0,87.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.15,0,0,0,0,103.15,0,0,0,0,0,0,0,0,0,0,87.35,0,0,87.35,0,0,581285,0,0,103.15,0,0,581475.5,,1.01,TRADEBE ENVIRONMENTAL SERVICES LLC,859385254,852,360010135033002
852,2013,12047NRLTC628SO,NORLITE LLC,628 S SARATOGA ST,COHOES,ALBANY,NY,12047,,,42.7555,-73.705667,NO,,,,,,,327992,,,,,,1313211758685,FORMALDEHYDE,50000,YES,TRI,NO,0,YES,R,Pounds,52.41,9.47,0,0,0,0,0,0,0,0,0,0,61.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.07,0,0,0,0,73.07,0,0,0,0,0,0,0,0,0,0,61.88,0,0,61.88,0,0,411750,0,0,73.07,0,0,411884.95,,1.01,TRADEBE ENVIRONMENTAL SERVICES LLC,859385254,853,360010135033002
853,2013,11559MTVNT74EAV,MOTIVA LONG ISLAND TERMINAL,74 E AVE,LAWRENCE,NASSAU,NY,11559,,,40.63458,-73.74277,NO,,,,,,,424710,,,,,,1313211357189,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.95,MOTIVA ENTERPRISES LLC,23838670,854,360594113011021
854,2013,12901GRFFT4736R,GRIFFITH ENERGY - PLATTSBURGH,4736 RT 9,PLATTSBURGH,CLINTON,NY,12901,,,44.67056,-73.44639,NO,,,,,,,424710,,,,,,1313211473842,METHYL TERT-BUTYL ETHER,1634044,YES,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUPERIOR PLUS ENERGY SERVICES INC.,,855,360191021001027
855,2013,11742PRDSL6LONG,PRIDE SOLVENT & CHEMICAL CO OF NY INC,6 LONG ISLAND AVE,HOLTSVILLE,SUFFOLK,NY,11742,,,40.813833,-73.061643,NO,,,,,,,424690,,,,,,1313211257136,METHYL ISOBUTYL KETONE,108101,YES,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIDE SOLVENTS & CHEMICAL CO,,856,361031586051047
856,2013,14086FLDPW4474W,FLUID POWER SERVICE CORP,4474 WALDEN AVE,LANCASTER,ERIE,NY,14086,,,42.92739,-78.59997,NO,,,,,,,332912,,,,,,1313211110325,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,500,,0.91,AIRLINE HYDRAULICS CORP,2319044,857,360290142082022
857,2013,11771CMMNDONECO,COMMANDER TERMINALS LLC,ONE COMMANDER SQUARE,OYSTER BAY,NASSAU,NY,11771,,,40.875389,-73.526333,NO,,,,,,,424710,,,,,,1313211408935,LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.34,GLOBAL COS LLC,19177757,858,360595180001001
858,2013,13662LMNMCPARKA,ALCOA INC,PARK AVE E,MASSENA,ST LAWRENCE,NY,13662,,,44.950425,-74.893685,NO,,,,,,,331313,331314,331318,,,,1313211330838,CHROMIUM,7440473,YES,TRI,YES,1,YES,R,Pounds,78,79,6,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4284,25,0,15,4324,0,0,0,0,0,0,0,0,0,0,166,0,0,163,3,0,0,0,0,4324,0,0,4490,,1.64,ALCOA INC,1339472,859,360894901002157
859,2013,14505SNCFD3736S,SENECA FOODS CORP CAN PLANT,3709 MILL ST,MARION,WAYNE,NY,14505,,,43.137083,-77.18375,NO,,,,,,,332431,,,,,,1313211299540,CERTAIN GLYCOL ETHERS,N230,YES,TRI,NO,0,NO,R,Pounds,0,15464,0,0,0,0,0,0,0,0,0,0,15464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15464,0,0,15464,0,0,0,0,0,0,0,0,15464,,0.96,SENECA FOODS CORP,2207322,860,361170205003013
860,2013,11559MTVNT74EAV,MOTIVA LONG ISLAND TERMINAL,74 E AVE,LAWRENCE,NASSAU,NY,11559,,,40.63458,-73.74277,NO,,,,,,,424710,,,,,,1313211357114,"1,2,4-TRIMETHYLBENZENE",95636,NO,TRI,NO,0,NO,R,Pounds,66,7,2,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80,0,0,75,3,2,0,0,0,1,0,0,81,,0.95,MOTIVA ENTERPRISES LLC,23838670,861,360594113011021
861,2013,13904TRPLC349IN,TRIPLE CITIES METAL FINISHING CORP,349 INDUSTRIAL PARK DR,BINGHAMTON,BROOME,NY,13904,,,42.10322,-75.82979,NO,,,,,,,332813,,,,,,1313211514967,NITRATE COMPOUNDS,N511,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35001,35001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35001,35001,,,,,862,360070126005022
862,2013,10511THMRL16WHI,PEARL PLANT,16 WHITE ST,BUCHANAN,WESTCHESTER,NY,10511,,,41.262416,-73.933966,NO,,,,,,,325130,325131,,,,,1313210998439,TOLUENE,108883,YES,TRI,NO,0,NO,R,Pounds,22,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15906,15906,0,0,0,0,0,0,0,22,0,0,22,0,0,0,15906,0,0,0,0,15928,,1,BASF CORP,161090809,863,361190140002002
863,2013,10314VSYPP4435V,PRATT PAPER (NY) INC,4435 VICTORY BLVD,STATEN ISLAND,RICHMOND,NY,10314,,,40.58629,-74.20061,NO,,,,,,,322130,,,,,,1313211520869,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0,0,0.1065,0,0,0,0,0,0,0,0,0,0.1065,30.25,0,30.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1982.14,0,0,0,1982.14,0,0,1113.36,0,0,1113.36,0,0,0,0,0,0,0,0,0,0,2012.4965,0,0,0.1065,19.0575,1993.3325,0,0,0,1113.36,0,0,3125.8565,,0.98,PRATT INDUSTRIES,619453509,864,360850291022023
864,2013,13904TRPLC349IN,TRIPLE CITIES METAL FINISHING CORP,349 INDUSTRIAL PARK DR,BINGHAMTON,BROOME,NY,13904,,,42.10322,-75.82979,NO,,,,,,,332813,,,,,,1313211514979,NITRIC ACID,7697372,NO,TRI,NO,0,NO,R,Pounds,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,35584,0,35684,,,,,865,360070126005022
865,2013,13662LMNMCPARKA,ALCOA INC,PARK AVE E,MASSENA,ST LAWRENCE,NY,13662,,,44.950425,-74.893685,NO,,,,,,,331313,331314,331318,,,,1313211330877,HYDROGEN FLUORIDE,7664393,YES,TRI,NO,0,NO,R,Pounds,124784,5762,0,0,0,0,0,0,0,0,0,0,130546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130546,0,0,130546,0,0,0,0,0,0,6438548,0,6569094,,1,ALCOA INC,1339472,866,360894901002157
866,2013,11559MTVNT74EAV,MOTIVA LONG ISLAND TERMINAL,74 E AVE,LAWRENCE,NASSAU,NY,11559,,,40.63458,-73.74277,NO,,,,,,,424710,,,,,,1313211357215,LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,3,0,0,0,0,0,0,8,,0.95,MOTIVA ENTERPRISES LLC,23838670,867,360594113011021
867,2013,13654LSRDF3454U,LOSURDO FOODS INC  HEUV,34 UNION ST,HEUVELTON,ST LAWRENCE,NY,13654,,,44.60886,-75.40902,NO,,,,,,,311513,,,,,,1313211013519,NITRATE COMPOUNDS,N511,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28180,28180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28180,28180,,1,LOSURDO FOODS INC,11715836,868,360894917004059
868,2013,14443CRSMNRT520,CROSMAN CORP,RT 5 & 20,BLOOMFIELD,ONTARIO,NY,14469,,,42.89948,-77.45424,NO,,,,,,,332992,332994,,,,,1313210923013,CHROMIUM,7440473,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,5986,0,5986,0,0,0,0,0,0,0,0,0,0,3080,0,0,0,0,0,0,3080,0,295984,0,0,0,295984,0,0,0,0,0,0,0,0,0,0,9066,0,0,0,7629.36,1436.64,0,0,0,295984,0,0,305050,,1.02,,,869,360690505003019
